District Code,DistrictName,School Code,SchoolName,grade span (Oct16),Highest Grade (Oct16),School Category in 2016-17,Students - 10/1/2016,Students In Poverty,Poverty - 10/1/2016,Eligibility as Challenging School for School Year 2017-18
18401,Central Kitsap,4444,Emerald Heights Elementary,PK-6,6,Elementary,454,89,19.60%,Not eligible - Poverty below threshold
18401,Central Kitsap,4015,Esquire Hills Elementary,PK-6,6,Elementary,338,164,48.52%,Not eligible - Poverty below threshold
18401,Central Kitsap,3791,Fairview Middle School,7-8,8,Middle,694,291,41.93%,Not eligible - Poverty below threshold
18401,Central Kitsap,4393,Green Mountain Elementary,PK-6,6,Elementary,369,127,34.42%,Not eligible - Poverty below threshold
18401,Central Kitsap,3594,John D. “Bud” Hawk Elementary at Jackson Park,K-6,6,Elementary,488,216,44.26%,Not eligible - Poverty below threshold
18401,Central Kitsap,4509,Klahowya Secondary,7-12,12,High,"1,079",238,22.06%,Not eligible - Poverty below threshold
18401,Central Kitsap,1740,Off Campus,K-12,12,High,150,21,14.00%,Not eligible - Poverty below threshold
18401,Central Kitsap,4100,Olympic High School,9-12,12,High,"1,201",395,32.89%,Not eligible - Poverty below threshold
18401,Central Kitsap,4527,Pinecrest Elementary,PK-6,6,Elementary,367,154,41.96%,Not eligible - Poverty below threshold
18401,Central Kitsap,4249,Ridgetop Middle School,7-8,8,Middle,713,214,30.01%,Not eligible - Poverty below threshold
18401,Central Kitsap,4372,Silver Ridge Elementary,PK-6,6,Elementary,369,101,27.37%,Not eligible - Poverty below threshold
18401,Central Kitsap,4101,Silverdale Elementary,PK-6,6,Elementary,385,135,35.06%,Not eligible - Poverty below threshold
18401,Central Kitsap,4135,Woodlands Elementary,K-6,6,Elementary,371,188,50.67%,Not eligible - Poverty below threshold
32356,Central Valley,3259,Adams Elementary,PK-5,5,Elementary,521,272,52.21%,Not eligible - Poverty below threshold
32356,Central Valley,3260,Bowdish Middle School,6-8,8,Middle,471,266,56.48%,Not eligible - Poverty below threshold
32356,Central Valley,2892,Broadway Elementary,K-5,5,Elementary,497,388,78.07%,Challenging School
32356,Central Valley,5043,Central Valley Early Learning Center,PK-PK,PK,Elementary,89,44,49.44%,Not eligible - Poverty below threshold
32356,Central Valley,3065,Central Valley High School,9-12,12,High,"2,112",590,27.94%,Not eligible - Poverty below threshold
32356,Central Valley,5068,Central Valley Kindergarten Center,K-K,K,Elementary,220,44,20.00%,Not eligible - Poverty below threshold
32356,Central Valley,3929,Chester Elementary School,K-5,5,Elementary,411,98,23.84%,Not eligible - Poverty below threshold
32356,Central Valley,5328,CVSD Open Doors Programs,10-12,12,High,29,5,17.24%,Not eligible - Poverty below threshold
32356,Central Valley,3890,Evergreen Middle School,6-8,8,Middle,732,234,31.97%,Not eligible - Poverty below threshold
32356,Central Valley,2157,Greenacres Elementary,1-5,5,Elementary,634,221,34.86%,Not eligible - Poverty below threshold
32356,Central Valley,3573,Greenacres Middle School,6-8,8,Middle,769,200,26.01%,Not eligible - Poverty below threshold
32356,Central Valley,4185,Horizon Middle School,6-8,8,Middle,483,129,26.71%,Not eligible - Poverty below threshold
32356,Central Valley,5166,I-TRACC,9-12,12,High,85,43,50.59%,Challenging School
32356,Central Valley,4529,Liberty Lake Elementary,1-5,5,Elementary,677,136,20.09%,Not eligible - Poverty below threshold
32356,Central Valley,3127,McDonald Elementary School,K-5,5,Elementary,362,218,60.22%,Not eligible - Poverty below threshold
32356,Central Valley,3918,Mica Peak High School,9-12,12,High,101,59,58.42%,Challenging School
32356,Central Valley,2776,North Pines Middle School,6-8,8,Middle,517,373,72.15%,Challenging School
32356,Central Valley,2113,Opportunity Elementary,K-5,5,Elementary,436,305,69.95%,Not eligible - Poverty below threshold
32356,Central Valley,4098,Ponderosa Elementary,K-5,5,Elementary,414,121,29.23%,Not eligible - Poverty below threshold
32356,Central Valley,2953,Progress Elementary School,K-5,5,Elementary,420,239,56.90%,Not eligible - Poverty below threshold
32356,Central Valley,5003,School to Life,12-12,12,High,32,18,56.25%,Challenging School
32356,Central Valley,3307,South Pines Elementary,K-5,5,Elementary,416,201,48.32%,Not eligible - Poverty below threshold
32356,Central Valley,1964,Spokane Valley Learning Academy,K-12,12,High,74,22,29.73%,Not eligible - Poverty below threshold
32356,Central Valley,5278,Spokane Valley Tech,9-12,12,High,7,0,0.00%,Not eligible - Poverty below threshold
32356,Central Valley,3465,Summit School,K-8,8,Middle,348,73,20.98%,Not eligible - Poverty below threshold
32356,Central Valley,4160,Sunrise Elementary,K-5,5,Elementary,560,111,19.82%,Not eligible - Poverty below threshold
32356,Central Valley,3064,University Elementary School,K-5,5,Elementary,327,167,51.07%,Not eligible - Poverty below threshold
32356,Central Valley,3415,University High School,9-12,12,High,"1,785",732,41.01%,Not eligible - Poverty below threshold
21401,Centralia,2166,Centralia High School,9-12,12,High,"1,092",677,62.00%,Challenging School
21401,Centralia,3240,Centralia Middle School,7-8,8,Middle,475,371,78.11%,Challenging School
21401,Centralia,5463,Early Learning Center,PK-PK,PK,Elementary,59,34,57.63%,Not eligible - Poverty below threshold
21401,Centralia,2244,Edison Elementary,K-3,3,Elementary,369,289,78.32%,Challenging School
21401,Centralia,2704,Fords Prairie Elementary,K-3,3,Elementary,375,258,68.80%,Not eligible - Poverty below threshold
21401,Centralia,5359,Futurus High School,10-12,12,High,69,49,71.01%,Challenging School
21401,Centralia,3172,Jefferson Lincoln Elementary,K-3,3,Elementary,375,289,77.07%,Challenging School
21401,Centralia,2291,Oakview Elementary School,4-6,6,Elementary,424,326,76.89%,Challenging School
21401,Centralia,2768,Washington Elementary School,4-6,6,Elementary,386,307,79.53%,Challenging School
21302,Chehalis,2274,Cascade Elementary School,PK-1,1,Elementary,462,247,53.46%,Not eligible - Poverty below threshold
21302,Chehalis,4311,Chehalis Middle School,6-8,8,Middle,632,309,48.89%,Not eligible - Poverty below threshold
21302,Chehalis,2027,Green Hill Academic School,10-12,12,High,189,60,31.75%,Challenging School2
21302,Chehalis,5369,Lewis County Alternative School,10-12,12,High,29,22,75.86%,Not eligible - Less than 30 students
21302,Chehalis,1559,Lewis County Juvenile Detention,7-12,12,High,11,7,63.64%,Challenging School2
21302,Chehalis,3346,Olympic Elementary,4-5,5,Elementary,387,221,57.11%,Not eligible - Poverty below threshold
21302,Chehalis,2442,R E Bennett Elementary,2-3,3,Elementary,406,231,56.90%,Not eligible - Poverty below threshold
21302,Chehalis,2799,W F West High School,9-12,12,High,954,384,40.25%,Not eligible - Poverty below threshold
32360,Cheney,2954,Betz Elementary,PK-5,5,Elementary,405,212,52.35%,Not eligible - Poverty below threshold
32360,Cheney,5126,Birth To Three,PK-PK,PK,Elementary,45,17,37.78%,Not eligible - Poverty below threshold
32360,Cheney,3610,Cheney High School,9-12,12,High,"1,265",541,42.77%,Not eligible - Poverty below threshold
32360,Cheney,2447,Cheney Middle School,6-8,8,Middle,486,214,44.03%,Not eligible - Poverty below threshold
32360,Cheney,5396,Cheney Open Doors,12-12,12,High,11,4,36.36%,Not eligible - Poverty below threshold
32360,Cheney,5035,HomeWorks,K-8,8,Middle,76,8,10.53%,Not eligible - Poverty below threshold
32360,Cheney,5294,Phil Snowdon Elementary,PK-5,5,Elementary,485,239,49.28%,Not eligible - Poverty below threshold
32360,Cheney,3761,Salnave Elementary,PK-5,5,Elementary,373,205,54.96%,Not eligible - Poverty below threshold
32360,Cheney,2814,Sunset Elementary,PK-5,5,Elementary,440,301,68.41%,Not eligible - Poverty below threshold
32360,Cheney,1769,Three Springs High School,9-12,12,High,32,23,71.88%,Challenging School
32360,Cheney,5269,Westwood Middle School,6-8,8,Middle,556,275,49.46%,Not eligible - Poverty below threshold
32360,Cheney,3309,Windsor Elementary,PK-5,5,Elementary,523,224,42.83%,Not eligible - Poverty below threshold
33036,Chewelah,1709,Chewelah Alternative,11-12,12,High,6,4,66.67%,Not eligible - Less than 30 students
33036,Chewelah,2664,Gess Elementary,PK-6,6,Elementary,338,240,71.01%,Challenging School
33036,Chewelah,1763,Home Link Alternative,K-12,12,High,63,41,65.08%,Challenging School
33036,Chewelah,2404,Jenkins Junior/Senior High,7-12,12,High,392,203,51.79%,Challenging School
16049,Chimacum,4552,Chimacum Creek Primary School,PK-2,2,Elementary,233,117,50.21%,Not eligible - Poverty below threshold
16049,Chimacum,2697,Chimacum Elementary School,3-5,5,Elementary,201,121,60.20%,Not eligible - Poverty below threshold
16049,Chimacum,3275,Chimacum High School,9-12,12,High,319,123,38.56%,Not eligible - Poverty below threshold
16049,Chimacum,4261,Chimacum Middle School,6-8,8,Middle,213,111,52.11%,Not eligible - Poverty below threshold
16049,Chimacum,5397,Open Doors Reengagement Program,9-12,12,High,13,8,61.54%,Not eligible - Less than 30 students
16049,Chimacum,1724,PI Program,K-12,12,High,82,32,39.02%,Not eligible - Poverty below threshold
2250,Clarkston,2299,Charles Francis Adams High School,9-12,12,High,832,409,49.16%,Not eligible - Poverty below threshold
2250,Clarkston,1617,Educational Opportunity Center,9-12,12,High,79,48,60.76%,Challenging School
2250,Clarkston,5413,Educational Opportunity Center Reengagement,11-12,12,High,8,6,75.00%,Not eligible - Less than 30 students
2250,Clarkston,2962,Grantham Elementary,K-6,6,Elementary,282,237,84.04%,Challenging School
2250,Clarkston,4384,Heights Elementary,K-6,6,Elementary,374,138,36.90%,Not eligible - Poverty below threshold
2250,Clarkston,3266,Highland Elementary,K-6,6,Elementary,324,257,79.32%,Challenging School
2250,Clarkston,2501,Lincoln Middle School,7-8,8,Middle,413,246,59.56%,Not eligible - Poverty below threshold
2250,Clarkston,2823,Parkway Elementary,K-6,6,Elementary,349,254,72.78%,Challenging School
2250,Clarkston,3616,Special Services,PK-12,12,High,65,31,47.69%,Not eligible - Poverty below threshold
19404,Cle Elum-Roslyn,2328,Cle Elum Roslyn Elementary,PK-5,5,Elementary,401,185,46.13%,Not eligible - Poverty below threshold
19404,Cle Elum-Roslyn,2329,Cle Elum Roslyn High School,9-12,12,High,272,83,30.51%,Not eligible - Poverty below threshold
19404,Cle Elum-Roslyn,1987,Swiftwater Learning Center,9-12,12,High,32,20,62.50%,Challenging School
19404,Cle Elum-Roslyn,2570,Walter Strom Middle School,6-8,8,Middle,184,65,35.33%,Not eligible - Poverty below threshold
27400,Clover Park,1825,Alfaretta House,"PK,11-12",12,High,147,58,39.46%,Not eligible - Poverty below threshold
27400,Clover Park,3454,Beachwood Elementary School,PK-5,5,Elementary,330,154,46.67%,Not eligible - Poverty below threshold
27400,Clover Park,3457,Carter Lake Elementary School,PK-5,5,Elementary,500,191,38.20%,Not eligible - Poverty below threshold
27400,Clover Park,5386,Clover Park Early Learning Program,PK-PK,PK,Elementary,13,12,92.31%,Not eligible - Less than 30 students
27400,Clover Park,2425,Clover Park High School,9-12,12,High,"1,193",954,79.97%,Challenging School
27400,Clover Park,5411,CPSD Open Doors Program,10-12,12,High,181,134,74.03%,Challenging School
27400,Clover Park,2943,Custer Elementary School,PK-5,5,Elementary,314,244,77.71%,Challenging School
27400,Clover Park,3455,Dower Elementary School,PK-5,5,Elementary,292,251,85.96%,Challenging School
27400,Clover Park,4396,Evergreen Elementary School,PK-5,5,Elementary,474,292,61.60%,Not eligible - Poverty below threshold
27400,Clover Park,2041,Firwood,6-12,12,High,38,8,21.05%,Challenging School2
27400,Clover Park,5387,Four Heroes Elementary,PK-5,5,Elementary,716,644,89.94%,Challenging School
27400,Clover Park,5027,Harrison Prep School,6-12,12,High,675,371,54.96%,Challenging School
27400,Clover Park,3298,Hillside Elementary School,PK-5,5,Elementary,558,365,65.41%,Not eligible - Poverty below threshold
27400,Clover Park,3248,Hudtloff Middle School,6-8,8,Middle,719,470,65.37%,Challenging School
27400,Clover Park,3117,Idlewild Elementary School,PK-5,5,Elementary,502,196,39.04%,Not eligible - Poverty below threshold
27400,Clover Park,3351,Lake Louise Elementary School,K-5,5,Elementary,387,311,80.36%,Challenging School
27400,Clover Park,3456,Lakes High School,9-12,12,High,"1,400",694,49.57%,Not eligible - Poverty below threshold
27400,Clover Park,2652,Lakeview Hope Academy,PK-5,5,Elementary,698,580,83.09%,Challenging School
27400,Clover Park,3602,Lochburn Middle School,6-8,8,Middle,601,534,88.85%,Challenging School
27400,Clover Park,3297,Mann Middle School,6-8,8,Middle,402,208,51.74%,Not eligible - Poverty below threshold
27400,Clover Park,5364,Meriwether Elementary School,PK-5,5,Elementary,334,117,35.03%,Not eligible - Poverty below threshold
27400,Clover Park,3910,Oak Grove,K-7,7,Middle,14,6,42.86%,Challenging School2
27400,Clover Park,3763,Oakbrook Elementary School,PK-5,5,Elementary,340,183,53.82%,Not eligible - Poverty below threshold
27400,Clover Park,5298,Oakridge Group Home,10-12,12,High,3,1,33.33%,Challenging School2
27400,Clover Park,2189,Park Lodge Elementary School,PK-5,5,Elementary,477,428,89.73%,Challenging School
27400,Clover Park,5365,Rainier Elementary School,PK-5,5,Elementary,532,295,55.45%,Not eligible - Poverty below threshold
27400,Clover Park,1882,Special Education Services/relife,PK-12,12,High,19,10,52.63%,Not eligible - Less than 30 students
27400,Clover Park,2651,Tillicum Elementary School,PK-5,5,Elementary,352,334,94.89%,Challenging School
27400,Clover Park,5297,Transition Day Students,6-12,12,High,9,5,55.56%,Not eligible - Less than 30 students
27400,Clover Park,3249,Tyee Park Elementary School,K-5,5,Elementary,454,403,88.77%,Challenging School
27400,Clover Park,3500,Woodbrook Middle School,6-8,8,Middle,492,362,73.58%,Challenging School
38300,Colfax,3366,Colfax High School,7-12,12,High,296,100,33.78%,Not eligible - Poverty below threshold
38300,Colfax,2894,Leonard M Jennings Elementary,PK-6,6,Elementary,308,100,32.47%,Not eligible - Poverty below threshold
36250,College Place,5362,College Place High School,9-11,11,High,336,164,48.81%,Not eligible - Poverty below threshold
36250,College Place,2114,Davis Elementary,PK-5,5,Elementary,692,453,65.46%,Not eligible - Poverty below threshold
36250,College Place,3541,John Sager Middle School,6-8,8,Middle,326,200,61.35%,Challenging School
38306,Colton,2588,Colton School,PK-12,12,High,154,35,22.73%,Not eligible - Poverty below threshold
33206,Columbia (Ste),5283,Columbia Alternative School,11-12,12,High,3,2,66.67%,Not eligible - Less than 30 students
33206,Columbia (Ste),3508,Columbia High And Elementary,PK-12,12,High,153,117,76.47%,Challenging School
36400,Columbia (Wal),3613,Columbia Elementary,PK-5,5,Elementary,362,202,55.80%,Not eligible - Poverty below threshold
36400,Columbia (Wal),4049,Columbia High School,9-12,12,High,261,118,45.21%,Not eligible - Poverty below threshold
36400,Columbia (Wal),3012,Columbia Middle School,6-8,8,Middle,171,91,53.22%,Not eligible - Poverty below threshold
33115,Colville,3831,Colville Junior High School,6-8,8,Middle,393,200,50.89%,Not eligible - Poverty below threshold
33115,Colville,3310,Colville Senior High School,9-12,12,High,570,254,44.56%,Not eligible - Poverty below threshold
33115,Colville,4180,Fort Colville Elementary,3-5,5,Elementary,398,215,54.02%,Not eligible - Poverty below threshold
33115,Colville,2957,Hofstetter Elementary,K-2,2,Elementary,375,217,57.87%,Not eligible - Poverty below threshold
33115,Colville,1594,Panorama School,PK-12,12,High,94,59,62.77%,Challenging School
29011,Concrete,2577,Concrete Elementary,K-6,6,Elementary,284,211,74.30%,Challenging School
29011,Concrete,2810,Concrete High School,7-12,12,High,256,162,63.28%,Challenging School
29011,Concrete,5087,Special Services School,PK-PK,PK,Elementary,6,4,66.67%,Not eligible - Poverty below threshold
29011,Concrete,1605,Twin Cedars High School,10-12,12,High,10,8,80.00%,Not eligible - Less than 30 students
29317,Conway,2578,Conway School,PK-8,8,Middle,424,100,23.58%,Not eligible - Poverty below threshold
14099,Cosmopolis,3326,Cosmopolis Elementary School,PK-6,6,Elementary,144,79,54.86%,Not eligible - Poverty below threshold
13151,Coulee-Hartline,2968,Almira Coulee Hartline High School,9-12,12,High,68,23,33.82%,Not eligible - Poverty below threshold
13151,Coulee-Hartline,2693,Coulee City Elementary,PK-5,5,Elementary,76,32,42.11%,Not eligible - Poverty below threshold
15204,Coupeville,3664,Coupeville Elementary School,PK-5,5,Elementary,432,158,36.57%,Not eligible - Poverty below threshold
15204,Coupeville,2625,Coupeville High School,9-12,12,High,305,92,30.16%,Not eligible - Poverty below threshold
15204,Coupeville,4004,Coupeville Middle School,6-8,8,Middle,232,78,33.62%,Not eligible - Poverty below threshold
15204,Coupeville,5059,Island Juvenile Detention Education Program,10-12,12,High,1,0,0.00%,Challenging School2
15204,Coupeville,5412,Wolves Online,9-12,12,High,28,14,50.00%,Not eligible - Less than 30 students
5313,Crescent,3473,Crescent School,K-12,12,High,216,111,51.39%,Challenging School
5313,Crescent,5030,HomeConnection,K-8,8,Middle,84,28,33.33%,Not eligible - Poverty below threshold
22073,Creston,2862,Creston Elementary,K-6,6,Elementary,45,19,42.22%,Not eligible - Poverty below threshold
